,Period,District,Parameter,MonthlyAverage,PDKnorm
5402,2021-10-01,Донской район,Диоксид азота,0.0464,0.04
5403,2021-10-01,Донской район,Озон,0.0127,0.03
5404,2021-10-01,Донской район,Диоксид серы,0.0028,0.05
5405,2021-10-01,район Орехово-Борисово Южное,Диоксид азота,0.0459,0.04
5406,2021-10-01,район Орехово-Борисово Южное,Диоксид серы,0.0033,0.05
5407,2021-10-01,район Царицыно,Диоксид азота,0.0355,0.04
5408,2021-10-01,район Царицыно,Взвешенные частицы РМ10,0.035,0.04
5409,2021-09-01,район Метрогородок,Озон,0.0186,0.03
5410,2021-09-01,район Богородское,Диоксид азота,0.0255,0.04
5411,2021-09-01,район Косино-Ухтомский,Диоксид азота,0.0249,0.04
5412,2021-09-01,район Косино-Ухтомский,Озон,0.0239,0.03
5413,2021-09-01,район Косино-Ухтомский,Взвешенные частицы РМ10,0.008,0.04
5414,2021-09-01,район Косино-Ухтомский,Диоксид серы,0.0016,0.05
5415,2021-09-01,район Новокосино,Диоксид азота,0.0318,0.04
5416,2021-09-01,район Раменки,Диоксид азота,0.0235,0.04
5417,2021-09-01,район Раменки,Озон,0.0187,0.03
